,Sentence1,Emotion
6265,Jamel told us all about the recent depressing events.,1
8393,The conversation with Nancy was shocking.,2
8269,The conversation with Courtney was gloomy.,1
1191,My mom feels discouraged.,2
8058,The conversation with Nichelle was wonderful.,3
7730,The conversation with Alan was horrible.,2
1181,My mom feels furious.,0
2578,I made Malik feel relieved.,3
3355,I made Nancy feel happy.,3
506,My husband feels depressed.,1
5665,Shereen found herself in a depressing situation.,1
6029,Ellen found herself in a gloomy situation.,1
7610,The conversation with Malik was horrible.,2
7193,Nancy told us all about the recent shocking events.,2
7999,The conversation with my father was great.,3
545,My father feels sad.,1
1210,The situation makes Alonzo feel terrified.,2
1234,The situation makes Jamel feel fearful.,2
848,Heather feels miserable.,1
6211,My aunt found herself in a threatening situation.,2
6792,My father told us all about the recent terrifying events.,2
6835,My dad told us all about the recent funny events.,3
2230,The situation makes this woman feel terrified.,2
2059,The situation makes Heather feel excited.,3
3361,I made Stephanie feel furious.,0
8438,The conversation with Ellen was wonderful.,3
7053,Amanda told us all about the recent shocking events.,2
444,This boy feels annoyed.,0
6992,Tia told us all about the recent terrifying events.,2
3672,Jerome made me feel scared.,2
6746,My husband told us all about the recent serious events.,1
7280,This girl told us all about the recent irritating events.,0
415,He feels happy.,3
2502,I made Torrance feel irritated.,0
6070,This woman found herself in a horrible situation.,2
6319,Jerome told us all about the recent great events.,3
5435,Jack found himself in a funny situation.,3
204,Adam feels annoyed.,0
1738,The situation makes my boyfriend feel relieved.,3
5373,Justin found himself in a shocking situation.,2
7003,Lakisha told us all about the recent annoying events.,0
5287,Josh found himself in a grim situation.,1
4364,Lakisha made me feel annoyed.,0
4040,This boy made me feel angry.,0
4004,He made me feel annoyed.,0
1036,This woman feels ecstatic.,3
1824,The situation makes Shereen feel annoyed.,0
1130,My girlfriend feels terrified.,2
6090,This girl found herself in a horrible situation.,2
733,Tanisha feels anxious.,2
1517,The situation makes Frank feel glad.,3
1305,The situation makes Torrance feel sad.,1
7367,My girlfriend told us all about the recent grim events.,1
493,My son feels anxious.,2
4640,This girl made me feel angry.,0
7828,The conversation with Jack was heartbreaking.,1
1999,The situation makes Latoya feel excited.,3
1718,The situation makes my husband feel relieved.,3
7002,Lakisha told us all about the recent outrageous events.,0
7741,The conversation with Frank was vexing.,0
6230,My mom found herself in a horrible situation.,2
3798,Terrence made me feel relieved.,3
800,Amanda feels angry.,0
6235,My mom found herself in a funny situation.,3
7365,My girlfriend told us all about the recent depressing events.,1
3273,I made Melanie feel anxious.,2
3126,I made Tanisha feel depressed.,1
7887,The conversation with this boy was grim.,1
4357,Tia made me feel glad.,3
4611,She made me feel discouraged.,2
6590,Ryan told us all about the recent horrible events.,2
4730,My girlfriend made me feel terrified.,2
5415,Andrew found himself in a funny situation.,3
1904,The situation makes Jasmine feel annoyed.,0
1411,The situation makes Adam feel discouraged.,2
3638,Jamel made me feel relieved.,3
4505,Betsy made me feel sad.,1
1975,The situation makes Lakisha feel happy.,3
5077,Jamel found himself in an amazing situation.,3
6950,Jasmine told us all about the recent horrible events.,2
1327,The situation makes Darnell feel devastated.,1
4400,Amanda made me feel angry.,0
6656,He told us all about the recent hilarious events.,3
2694,I made Alan feel fearful.,2
8066,The conversation with Shereen was serious.,1
696,Shaniqua feels ecstatic.,3
3410,I made her feel terrified.,2
4133,My boyfriend made me feel anxious.,2
4047,This boy made me feel devastated.,1
8087,The conversation with Ebony was grim.,1
3207,I made Amanda feel devastated.,1
4347,Tia made me feel devastated.,1
8060,The conversation with Shereen was irritating.,0
8262,The conversation with Courtney was outrageous.,0
6848,Nichelle told us all about the recent heartbreaking events.,1
2791,I made Jack feel discouraged.,2
8387,The conversation with Nancy was grim.,1
8099,The conversation with Ebony was great.,3
5506,My brother found himself in a serious situation.,1
3190,I made Latoya feel terrified.,2
2443,I made Alphonse feel enraged.,0
2880,I made my son feel angry.,0
2056,The situation makes Heather feel ecstatic.,3
2936,I made my boyfriend feel ecstatic.,3
2553,I made Lamar feel anxious.,2
4214,Nichelle made me feel fearful.,2
7902,The conversation with my brother was outrageous.,0
2838,I made this man feel relieved.,3
1107,My wife feels devastated.,1
8184,The conversation with Tia was displeasing.,0
5531,My son found himself in a threatening situation.,2
8355,The conversation with Betsy was funny.,3
6249,Alonzo told us all about the recent gloomy events.,1
46,Alphonse feels depressed.,1
4541,Nancy made me feel furious.,0
2085,The situation makes Katie feel sad.,1
5585,My father found himself in a depressing situation.,1
107,Torrance feels devastated.,1
4242,Ebony made me feel irritated.,0
1643,The situation makes this boy feel enraged.,0
4373,Lakisha made me feel anxious.,2
3263,I made Melanie feel enraged.,0
5469,This man found himself in a gloomy situation.,1
926,Kristin feels depressed.,1
3740,Lamar made me feel angry.,0
6345,Torrance told us all about the recent depressing events.,1
2374,The situation makes my aunt feel fearful.,2
2288,The situation makes my daughter feel miserable.,1
2075,The situation makes Melanie feel happy.,3
6609,Andrew told us all about the recent gloomy events.,1
1735,The situation makes my boyfriend feel happy.,3
7479,The conversation with Jamel was great.,3
5571,My boyfriend found himself in a threatening situation.,2
3168,I made Lakisha feel miserable.,1
1,Alonzo feels furious.,0
3031,I made Shereen feel discouraged.,2
2952,I made my father feel scared.,2
1823,The situation makes Shereen feel enraged.,0
4547,Nancy made me feel devastated.,1
353,Ryan feels anxious.,2
8016,The conversation with my uncle was hilarious.,3
5900,Melanie found herself in an irritating situation.,0
8464,The conversation with this woman was displeasing.,0
4657,This girl made me feel glad.,3
8460,The conversation with this woman was irritating.,0
1462,The situation makes Roger feel irritated.,0
3812,Adam made me feel scared.,2
5835,Latoya found herself in a funny situation.,3
8602,The conversation with my aunt was outrageous.,0
6870,Shereen told us all about the recent horrible events.,2
985,Ellen feels sad.,1
1937,The situation makes Tanisha feel glad.,3
925,Kristin feels sad.,1
1160,My aunt feels angry.,0
1917,The situation makes Jasmine feel glad.,3
2207,The situation makes her feel devastated.,1
8369,The conversation with Kristin was gloomy.,1
5430,Jack found himself in a horrible situation.,2
6927,Shaniqua told us all about the recent grim events.,1
5562,My boyfriend found himself in an outrageous situation.,0
1815,The situation makes Nichelle feel happy.,3
129,Darnell feels disappointed.,1
207,Adam feels devastated.,1
5094,Alphonse found himself in a dreadful situation.,2
3540,I made my mother feel angry.,0
6125,My daughter found herself in a depressing situation.,1
5111,Jerome found himself in a threatening situation.,2
3927,Justin made me feel devastated.,1
1203,The situation makes Alonzo feel enraged.,0
4502,Betsy made me feel irritated.,0
8170,The conversation with Tanisha was horrible.,2
7469,The conversation with Jamel was gloomy.,1
6549,Frank told us all about the recent gloomy events.,1
2489,I made Leroy feel disappointed.,1
6596,Ryan told us all about the recent hilarious events.,3
7775,The conversation with Justin was funny.,3
4501,Betsy made me feel furious.,0
3055,I made Ebony feel happy.,3
1554,The situation makes Ryan feel fearful.,2
3389,I made Ellen feel disappointed.,1
2655,I made Josh feel happy.,3
2486,I made Leroy feel depressed.,1
4007,He made me feel devastated.,1
2770,I made Andrew feel terrified.,2
3784,Terrence made me feel annoyed.,0
1857,The situation makes Ebony feel glad.,3
6381,Lamar told us all about the recent vexing events.,0
2507,I made Torrance feel devastated.,1
864,Melanie feels annoyed.,0
5693,Ebony found herself in a shocking situation.,2
111,Torrance feels discouraged.,2
4613,She made me feel anxious.,2
6585,Ryan told us all about the recent depressing events.,1
3789,Terrence made me feel disappointed.,1
6323,Leroy told us all about the recent annoying events.,0
1271,The situation makes Jerome feel discouraged.,2
1914,The situation makes Jasmine feel fearful.,2
2066,The situation makes Melanie feel depressed.,1
3661,Jerome made me feel furious.,0
2155,The situation makes Nancy feel happy.,3
3217,I made Amanda feel glad.,3
8300,The conversation with Melanie was irritating.,0
3474,I made my sister feel fearful.,2
6154,My wife found herself in a dreadful situation.,2
1265,The situation makes Jerome feel sad.,1
3706,Torrance made me feel depressed.,1
5475,This man found himself in a funny situation.,3
8053,The conversation with Nichelle was shocking.,2
218,Adam feels relieved.,3
597,My dad feels glad.,3
1760,The situation makes my uncle feel angry.,0
5572,My boyfriend found himself in a terrifying situation.,2
3845,Josh made me feel sad.,1
6867,Shereen told us all about the recent grim events.,1
3439,I made this woman feel excited.,3
7821,The conversation with Jack was vexing.,0
5781,Tia found herself in a vexing situation.,0
263,Roger feels enraged.,0
1227,The situation makes Jamel feel devastated.,1
3694,Leroy made me feel fearful.,2
7008,Lakisha told us all about the recent heartbreaking events.,1
523,My boyfriend feels enraged.,0
7213,Stephanie told us all about the recent shocking events.,2
1240,The situation makes Alphonse feel angry.,0
4104,My husband made me feel annoyed.,0
4675,My sister made me feel happy.,3
7587,The conversation with Lamar was grim.,1
1551,The situation makes Ryan feel discouraged.,2
6250,Alonzo told us all about the recent horrible events.,2
2316,The situation makes my wife feel ecstatic.,3
8610,The conversation with my aunt was horrible.,2
1384,The situation makes Terrence feel annoyed.,0
7039,Latoya told us all about the recent great events.,3
4326,Tanisha made me feel depressed.,1
4095,My son made me feel happy.,3
4391,Latoya made me feel discouraged.,2
750,Tia feels terrified.,2
2364,The situation makes my aunt feel annoyed.,0
3296,I made Katie feel ecstatic.,3
8514,The conversation with my sister was dreadful.,2
2108,The situation makes Betsy feel miserable.,1
4457,Heather made me feel glad.,3
106,Torrance feels depressed.,1
3550,I made my mother feel terrified.,2
7833,The conversation with Jack was shocking.,2
4227,Shereen made me feel devastated.,1
2842,I made this boy feel irritated.,0
6771,My boyfriend told us all about the recent threatening events.,2
354,Ryan feels fearful.,2
763,Lakisha feels enraged.,0
6588,Ryan told us all about the recent heartbreaking events.,1
7406,My aunt told us all about the recent serious events.,1
8137,The conversation with Shaniqua was amazing.,3
3318,I made Betsy feel relieved.,3
1065,My sister feels sad.,1
1399,The situation makes Terrence feel excited.,3
