,Sentence2,Emotion
4420,Andrew made me feel angry.,0
6242,Ebony told us all about the recent outrageous events.,0
2727,I made Melanie feel devastated.,1
2636,I made Heather feel ecstatic.,3
361,Courtney feels furious.,0
3913,Ellen made me feel anxious.,2
2792,I made Katie feel scared.,2
2965,I made my aunt feel sad.,1
4641,this boy made me feel furious.,0
2020,The situation makes Andrew feel angry.,0
2381,The situation makes my dad feel furious.,0
226,Heather feels depressed.,1
6456,Amanda told us all about the recent hilarious events.,3
333,Melanie feels anxious.,2
1156,my father feels ecstatic.,3
5519,my sister found herself in a great situation.,3
4142,my mother made me feel irritated.,0
7511,The conversation with Latoya was threatening.,2
8423,The conversation with Frank was annoying.,0
6829,my mom told us all about the recent gloomy events.,1
7135,Jack told us all about the recent funny events.,3
2850,I made this girl feel terrified.,2
5321,Betsy found herself in a vexing situation.,0
4226,Malik made me feel depressed.,1
4411,Adam made me feel discouraged.,2
4671,my brother made me feel discouraged.,2
2203,The situation makes his feel enraged.,0
4103,my wife made me feel enraged.,0
3935,Melanie made me feel happy.,3
4260,Jamel made me feel angry.,0
7507,The conversation with Latoya was grim.,1
1312,The situation makes Tia feel scared.,2
2849,I made this girl feel disappointed.,1
8605,The conversation with my uncle was depressing.,1
1263,The situation makes Latoya feel enraged.,0
2026,The situation makes Andrew feel depressed.,1
1045,this boy feels sad.,1
3560,I made my uncle feel angry.,0
1089,my son feels disappointed.,1
3258,I made Harry feel relieved.,3
4698,my son made me feel relieved.,3
6490,Kristin told us all about the recent horrible events.,2
1174,my uncle feels fearful.,2
6202,my uncle found himself in a outrageous situation.,0
3536,I made my boyfriend feel ecstatic.,3
2050,The situation makes Harry feel terrified.,2
340,Stephanie feels angry.,0
2653,I made Kristin feel anxious.,2
7452,The conversation with Ebony was terrifying.,2
6504,Nancy told us all about the recent displeasing events.,0
5226,Tanisha found herself in a serious situation.,1
552,my mother feels scared.,2
1166,my uncle feels depressed.,1
2445,I made Jasmine feel sad.,1
4303,Alphonse made me feel enraged.,0
6525,Betsy told us all about the recent depressing events.,1
3495,I made my son feel happy.,3
4132,my girlfriend made me feel scared.,2
7144,Alan told us all about the recent displeasing events.,0
1901,The situation makes Alphonse feel furious.,0
7493,The conversation with Jasmine was shocking.,2
1027,this man feels devastated.,1
4524,Josh made me feel annoyed.,0
242,Kristin feels irritated.,0
8618,The conversation with my uncle was wonderful.,3
7177,Josh told us all about the recent amazing events.,3
56,Jasmine feels ecstatic.,3
246,Kristin feels depressed.,1
2591,I made Tanisha feel discouraged.,2
700,Alphonse feels angry.,0
2935,I made my girlfriend feel happy.,3
5411,Courtney found herself in a threatening situation.,2
6626,Katie told us all about the recent serious events.,1
2428,I made Latisha feel miserable.,1
4086,my daughter made me feel depressed.,1
8495,The conversation with this boy was funny.,3
8254,The conversation with Adam was dreadful.,2
2355,The situation makes my father feel happy.,3
6494,Kristin told us all about the recent dreadful events.,2
254,Kristin feels fearful.,2
3470,I made my brother feel terrified.,2
205,Amanda feels sad.,1
5191,Nichelle found herself in a threatening situation.,2
8340,The conversation with Alan was irritating.,0
2633,I made Heather feel anxious.,2
1067,my brother feels devastated.,1
6621,Katie told us all about the recent vexing events.,0
7319,my brother told us all about the recent great events.,3
3350,I made Roger feel terrified.,2
2388,The situation makes my dad feel miserable.,1
8280,The conversation with Harry was irritating.,0
2327,The situation makes my boyfriend feel devastated.,1
7732,The conversation with Betsy was terrifying.,2
2356,The situation makes my father feel ecstatic.,3
5326,Betsy found herself in a serious situation.,1
7283,this boy told us all about the recent annoying events.,0
376,Courtney feels ecstatic.,3
3373,I made Ryan feel anxious.,2
6162,my boyfriend found himself in a outrageous situation.,0
2900,I made my wife feel angry.,0
1376,The situation makes Shereen feel ecstatic.,3
1198,my dad feels relieved.,3
4215,Lamar made me feel happy.,3
606,Lamar feels depressed.,1
4162,my aunt made me feel irritated.,0
4659,this boy made me feel excited.,3
4345,Torrance made me feel sad.,1
103,Tia feels enraged.,0
4306,Alphonse made me feel depressed.,1
5312,Nancy found herself in a terrifying situation.,2
1270,The situation makes Latoya feel terrified.,2
3759,Nichelle made me feel excited.,3
402,she feels irritated.,0
2539,I made Lakisha feel excited.,3
6151,my husband found himself in a threatening situation.,2
5632,my mom found herself in a terrifying situation.,2
99,Shaniqua feels excited.,3
1112,my husband feels scared.,2
5516,my sister found herself in a hilarious situation.,3
5255,Amanda found herself in a funny situation.,3
422,this woman feels irritated.,0
5890,Harry found himself in a horrible situation.,2
838,Andrew feels relieved.,3
2504,I made Tia feel annoyed.,0
647,Alonzo feels devastated.,1
1432,The situation makes Heather feel scared.,2
1967,The situation makes Darnell feel devastated.,1
8538,The conversation with my son was wonderful.,3
5254,Amanda found herself in a dreadful situation.,2
381,Katie feels furious.,0
2055,The situation makes Harry feel happy.,3
3356,I made Roger feel ecstatic.,3
7783,The conversation with Stephanie was annoying.,0
3162,I made Darnell feel irritated.,0
8098,The conversation with Alonzo was wonderful.,3
6694,this girl told us all about the recent dreadful events.,2
8313,The conversation with Justin was shocking.,2
247,Kristin feels devastated.,1
8034,The conversation with my mom was dreadful.,2
6840,Lamar told us all about the recent irritating events.,0
5054,Ebony found herself in a dreadful situation.,2
2660,I made Nancy feel angry.,0
409,she feels disappointed.,1
6654,she told us all about the recent dreadful events.,2
7394,my father told us all about the recent dreadful events.,2
4534,Josh made me feel fearful.,2
1683,The situation makes my daughter feel enraged.,0
3524,I made my boyfriend feel annoyed.,0
8135,The conversation with Leroy was funny.,3
8634,The conversation with my dad was dreadful.,2
4454,Harry made me feel fearful.,2
8029,The conversation with my mom was gloomy.,1
3736,Lakisha made me feel ecstatic.,3
8515,The conversation with my brother was funny.,3
894,Jack feels fearful.,2
5402,Courtney found herself in a outrageous situation.,0
259,Kristin feels excited.,3
2955,I made my mother feel happy.,3
7733,The conversation with Betsy was shocking.,2
3450,I made this boy feel terrified.,2
2734,I made Melanie feel fearful.,2
8479,The conversation with this man was great.,3
4573,Ryan made me feel anxious.,2
4134,my girlfriend made me feel fearful.,2
6427,Tanisha told us all about the recent grim events.,1
5841,Adam found himself in a vexing situation.,0
8488,The conversation with this boy was heartbreaking.,1
5588,my mother found herself in a heartbreaking situation.,1
7957,The conversation with my wife was amazing.,3
7208,Ryan told us all about the recent heartbreaking events.,1
4598,Frank made me feel relieved.,3
6280,Jasmine told us all about the recent irritating events.,0
6904,Jamel told us all about the recent displeasing events.,0
3679,Latoya made me feel excited.,3
3437,I made this man feel glad.,3
5253,Amanda found herself in a shocking situation.,2
6627,Katie told us all about the recent grim events.,1
7315,my brother told us all about the recent funny events.,3
4049,this girl made me feel disappointed.,1
1787,The situation makes my mom feel devastated.,1
3516,I made my husband feel ecstatic.,3
8555,The conversation with my husband was funny.,3
624,Malik feels annoyed.,0
934,Josh feels fearful.,2
5738,Leroy found himself in a wonderful situation.,3
351,Stephanie feels discouraged.,2
2302,The situation makes my husband feel irritated.,0
5296,Kristin found herself in a hilarious situation.,3
151,Nichelle feels discouraged.,2
2183,The situation makes Frank feel enraged.,0
2396,The situation makes my dad feel ecstatic.,3
8011,The conversation with my aunt was threatening.,2
1346,The situation makes Nichelle feel depressed.,1
5044,Ebony found herself in a displeasing situation.,0
1774,The situation makes my aunt feel fearful.,2
7221,Frank told us all about the recent vexing events.,0
730,Terrence feels terrified.,2
8072,The conversation with Malik was terrifying.,2
7108,Justin told us all about the recent heartbreaking events.,1
3725,Lakisha made me feel sad.,1
4277,Jamel made me feel glad.,3
4270,Jamel made me feel terrified.,2
6144,my husband found himself in a displeasing situation.,0
3667,Latoya made me feel devastated.,1
5161,Lakisha found herself in a vexing situation.,0
7683,The conversation with Kristin was annoying.,0
6081,this boy found himself in a vexing situation.,0
6723,my daughter told us all about the recent annoying events.,0
861,Justin feels furious.,0
436,this woman feels ecstatic.,3
1693,The situation makes my daughter feel anxious.,2
8534,The conversation with my son was dreadful.,2
3755,Nichelle made me feel happy.,3
6849,Lamar told us all about the recent gloomy events.,1
5377,Melanie found herself in a amazing situation.,3
3112,I made Alphonse feel scared.,2
984,Frank feels annoyed.,0
7252,he told us all about the recent terrifying events.,2
1063,my brother feels enraged.,0
8558,The conversation with my husband was wonderful.,3
55,Jasmine feels happy.,3
3180,I made Jerome feel angry.,0
2777,I made Courtney feel glad.,3
7307,my brother told us all about the recent grim events.,1
1503,The situation makes Ellen feel enraged.,0
2808,I made her feel miserable.,1
4034,this woman made me feel fearful.,2
7268,this man told us all about the recent heartbreaking events.,1
3364,I made Ryan feel annoyed.,0
6944,Alphonse told us all about the recent displeasing events.,0
7497,The conversation with Jasmine was amazing.,3
4616,he made me feel ecstatic.,3
2925,I made my girlfriend feel sad.,1
2748,I made Stephanie feel miserable.,1
2119,The situation makes Alan feel excited.,3
1677,The situation makes my sister feel glad.,3
1893,The situation makes Leroy feel anxious.,2
8303,The conversation with Justin was annoying.,0
1046,this boy feels depressed.,1
4195,my mom made me feel happy.,3
7709,The conversation with Nancy was gloomy.,1
8223,The conversation with Jerome was annoying.,0
7393,my father told us all about the recent shocking events.,2
6491,Kristin told us all about the recent threatening events.,2
6578,Melanie told us all about the recent wonderful events.,3
6105,my brother found himself in a depressing situation.,1
5282,Kristin found herself in a outrageous situation.,0
8152,The conversation with Alphonse was terrifying.,2
2158,The situation makes Roger feel relieved.,3
2921,I made my girlfriend feel furious.,0
4384,Jerome made me feel annoyed.,0
1471,The situation makes Nancy feel discouraged.,2
4333,Terrence made me feel anxious.,2
2329,The situation makes my boyfriend feel disappointed.,1
7463,The conversation with Latisha was annoying.,0
8594,The conversation with my father was dreadful.,2
683,Leroy feels enraged.,0
6568,Melanie told us all about the recent heartbreaking events.,1
8111,The conversation with Jamel was threatening.,2
6765,my girlfriend told us all about the recent depressing events.,1
4747,my father made me feel devastated.,1
3656,Jasmine made me feel ecstatic.,3
3336,I made Josh feel ecstatic.,3
2044,The situation makes Harry feel annoyed.,0
